code,name,chineseName,meridian,meridianName,meridianGroup,translation.pinyin,translation.transliteration,translation.korean,translation.vietnamese,description,location,indication,contraindications,functions,coordinates.x,coordinates.y,bodyMapCoords,imageUrls,imageRefs,symptomIds,tags,category,createdAt,updatedAt,createdBy,contentStatus
BL-58,Taking Flight,飛陽,BL,Bladder,Twelve Primary Meridians,fēi yáng,Feiyang,bi yang 비양,Phi dương,"Feiyang, ponto Luo.","7 cun acima de BL-60, lateral ao tendão de Aquiles.","Ciática, dor lombar, tontura, hemorroidas.",Cuidado com nervo sural.,"Fortalece conexão Taiyang, alivia dor lombossacra e hemorroidas.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-59,Tarsus Yang,跗陽,BL,Bladder,Twelve Primary Meridians,fū yáng,Fuyang,bu yang 부양,Phụ dương,"Fuyang, Xi-Cleft do Yang Qiao.","3 cun acima de BL-60, posterior ao maléolo lateral.","Dor aguda do tornozelo, convulsões, rigidez lombar.",Evitar tendão de Aquiles.,"Tonifica Yang Qiao, relaxa tornozelo e reduz convulsões.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-60,Kunlun Mountains,昆侖; 崑崙[7],BL,Bladder,Twelve Primary Meridians,kūn lún,Kunlun,gol lyun 곤륜,Côn lôn (luân),"Kunlun, ponto Jing-Rio (Fogo).",Na depressão entre o maléolo lateral e o tendão de Aquiles.,"Dor lombar, ciática, cefaleia occipital, parto bloqueado.",Contraindicado na gravidez tardia.,"Dispersa vento, relaxa a coluna e facilita o parto quando indicado.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-61,Subservient Visitor,僕參,BL,Bladder,Twelve Primary Meridians,pú cān,Pucan,bok cham 복참,Bộc tham,"Pucan, visitante submisso.","1,5 cun inferior a BL-60, no calcâneo lateral.","Dor no calcanhar, entorses, rigidez plantar.",Evitar punção profunda no calcâneo.,Relaxa o tornozelo e abre o canal lateral.,,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-62,Extending Vessel,申脈,BL,Bladder,Twelve Primary Meridians,shēn mài,Shenmai,sin maek 신맥,Thân mạch,"Shenmai, abertura do Yang Qiao.",Na depressão diretamente abaixo do maléolo lateral.,"Insônia, epilepsia, dor cervical, distensão lateral.",Evitar vasos do dorso do pé.,"Abre Yang Qiao, expulsa vento e harmoniza cabeça e olhos.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-63,Golden Gate,金門,BL,Bladder,Twelve Primary Meridians,jīn mén,Jinmen,geum mun 금문,Kim môn,"Jinmen, ponto Xi-Cleft da Bexiga.","Posterior ao tubérculo do 5º metatarso, na depressão anterior ao calcâneo.","Dor aguda do tornozelo, convulsões, dor lombar.",Evitar vasos dorsais.,"Move Qi Taiyang, alivia dor aguda e convulsões súbitas.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-64,Metatarsal Tuberosity,京骨,BL,Bladder,Twelve Primary Meridians,jīng gǔ,Jinggu,gyeong gol 경골,Kinh cốt,"Jinggu, ponto Yuan-Fonte.",Anterior e inferior ao tubérculo do 5º metatarso.,"Dor lombar com irradiação para o pé, epilepsia, ansiedade.",Evitar vasos dorsais.,Fortalece canal Taiyang e acalma a mente.,,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-65,Metatarsal Head,束骨,BL,Bladder,Twelve Primary Meridians,shù gǔ,Shugu,sok gol 속골,Thúc cốt,"Shugu, ponto Shu-Riacho (Madeira).",Na depressão proximal à cabeça do 5º metatarso.,"Dor de dente, cefaleia, rigidez cervical, febre.",Inserção superficial.,"Dispersa calor, alivia dor de cabeça e relaxa o pescoço.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-66,Foot Valley Passage,足通谷,BL,Bladder,Twelve Primary Meridians,zú tōng gǔ,Zutonggu,[jok] tong gok [족]통곡,Túc thông cốc,"Zutonggu, ponto Ying-Manancial (Água).",Distal à articulação metatarsofalângica do 5º dedo.,"Cefaleia, vertigem, epistaxe, febre.",Evitar sangria profunda.,"Limpa calor do Taiyang, beneficia a cabeça e a face.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
BL-67,Reaching Yin,至陰,BL,Bladder,Twelve Primary Meridians,zhì yīn,Zhiyin,ji eum 지음,Chí âm,"Zhiyin, ponto Jing-Poço (Metal).","0,1 cun lateral ao canto da unha do 5º dedo do pé.","Apresentação pélvica, parto prolongado, febre alta, cefaleia.",Sangria com técnica asséptica; cautela em gestantes salvo indicação obstétrica.,"Vira o feto, revive a consciência e dispersa calor extremo.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-1,Bubbling Well,湧泉,KI,Kidney,Twelve Primary Meridians,yǒng quán,Yong Quan,yong cheon 용천,Dũng tuyền,"Yongquan, ponto Jing-Poço (Madeira) e ponto mais baixo do corpo, usado para puxar o Yang excessivo para baixo.","Na planta do pé, entre a 2ª e 3ª cabeças metatarsais, no terço anterior do sulco formado ao flexionar os dedos.","Colapso de Yang, vertigem, insônia por calor no Coração, dor de garganta, irritabilidade, cefaleia vértice.",Evitar sangria profunda em pacientes diabéticos com neuropatia plantar.,"Abaixa o Yang rebelde, nutre o Yin do Rim e refresca a cabeça.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-2,Blazing Valley,然谷,KI,Kidney,Twelve Primary Meridians,rán gǔ,Rangu,yeon gok 연곡,Nhiên cốc,"Rangu, ponto Ying-Manancial (Fogo) que clareia calor por deficiência de Yin.","Na face medial do pé, inferior ao maléolo medial, na depressão anterior ao calcâneo.","Calor nos pés, sudorese noturna, garganta seca, menstruação irregular, cistite.",Evitar punctura profunda para não lesar ligamentos do tornozelo.,"Elimina calor do Rim, regula a menstruação e beneficia garganta e trato urinário.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-3,Great Stream,太谿,KI,Kidney,Twelve Primary Meridians,taì xī,Taixi,tae yeon 태계,Thái khê,"Taixi, ponto Shu-Transporte (Terra) e Yuan-Fonte dos Rins.",Na depressão entre o maléolo medial e o tendão de Aquiles.,"Dor lombar, tinnitus, impotência, menstruação irregular, asma por deficiência de Rim.",Cuidado com a artéria tibial posterior; inserir suavemente junto ao tendão.,"Tonifica Yin e Yang do Rim, fortalece a lombar e estabiliza a respiração.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-4,Large Bell,大鐘,KI,Kidney,Twelve Primary Meridians,dà zhōng,Dazhong,dae jong 대종,Đại chung,"Dazhong, ponto Luo-Conexão que estabiliza emoções ligadas ao Rim.","0,5 cun posterior e superior a KI-3, na borda anterior do tendão de Aquiles.","Ansiedade, medo, dor do calcanhar, retenção urinária.",Evitar pressão exagerada para não irritar o tendão de Aquiles.,"Fortalece a ligação Coração-Rim, estabiliza emoções e alivia dor no calcanhar.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-5,Water Spring,水泉,KI,Kidney,Twelve Primary Meridians,shuǐ quán,Shuiquan,su cheon 수천,Thủy tuyền,"Shuiquan, ponto Xi-Cleft usado para distúrbios ginecológicos por deficiência de Rim.","1 cun inferior a KI-3, na face medial do calcâneo, na depressão anterior ao tendão de Aquiles.","Dismenorreia, amenorreia, sangramento uterino, dor lombar aguda.",Nenhuma específica além de cuidado com inserção profunda em tendões.,"Regula o Útero, refresca calor por deficiência e alivia dor lombar aguda.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-6,Shining Sea,照海,KI,Kidney,Twelve Primary Meridians,zhào hǎi,Zhaohai,joh hae 조해,Chiếu hải,"Zhaohai, ponto de abertura do Yin Qiao Mai, excelente para garganta seca e insônia.","1 cun inferior ao maléolo medial, entre os ligamentos do tornozelo.","Insônia, garganta seca, constipação por secura, dor lombar, epilepsia infantil.",Inserção profunda pode atingir vasos tibiais; utilizar ângulo oblíquo.,"Nutre Yin do Rim, lubrifica garganta e intestinos e acalma o Shen.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-7,Continuing Flow,復溜,KI,Kidney,Twelve Primary Meridians,fù liū,Fuliu,bong nyu 복류,Phục lưu,"Fuliu, ponto Jing-Rio (Metal) que regula água e sudorese.","2 cun superior a KI-3, na borda anterior do tendão de Aquiles.","Edema, sudorese espontânea ou noturna, diarreia aquosa, dor lombar.",Cuidado com a artéria tibial posterior.,"Fortalece o Yang do Rim, regula a água e estabiliza a transpiração.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-8,Intersecting with Spleen,交信,KI,Kidney,Twelve Primary Meridians,jiāo xìn,Jiaoxin,gyo sin 교신,Giao tín,"Jiaoxin, ponto Xi-Cleft do Yin Qiao Mai.","0,5 cun anterior a KI-7 e 2 cun superior a KI-3, na borda medial da tíbia.","Dismenorreia, sangramento uterino, prolápso, dor genital.",Evitar tocar o nervo tibial; inserir oblíqua superficial.,"Regula a menstruação, harmoniza o útero e fortalece o canal Yin Qiao.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-9,Strong Knees,築賓,KI,Kidney,Twelve Primary Meridians,zhú bīn,Zhubin,chuk bin 축빈,Trúc tân,"Zhubin, ponto Xi-Cleft do Yin Wei Mai.","5 cun superior a KI-3, cerca de 1 cun posterior à borda media da tíbia.","Ansiedade, medo, dor mental, vômitos, dor na panturrilha.",Inserção profunda pode atingir vasos; usar ângulo oblíquo.,"Equilibra o Coração e o Rim, acalma o Shen e relaxa a panturrilha.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-10,Yin Valley,陰谷,KI,Kidney,Twelve Primary Meridians,yīn gǔ,Yingu,eum gok 음곡,Âm cốc,"Yingu, ponto He-Mar (Água) do Rim.","Na flexura do joelho, entre os tendões dos músculos semitendinoso e semimembranoso, na borda medial do corno poplíteo.","Dor de joelho, impotência, leucorreia, disúria.",Evitar atingir vasos poplíteos; inserir oblíquo medial.,"Nutre Yin do Rim, limpa calor e beneficia o trato urinário.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-11,Pubic Bone,橫骨,KI,Kidney,Twelve Primary Meridians,héng gǔ,Henggu,hoeng gol 횡골,Hoành cốt,"Henggu, ponto que reforça a ligação Rim-Útero.","5 cun abaixo do umbigo, 0,5 cun lateral à linha média (CV-2).","Distúrbios urinários, infertilidade, impotência, leucorreia.",Cuidado com a bexiga cheia; esvaziá-la antes da puntura.,"Aquece o Aquecedor Inferior, fortalece os Rins e regula a bexiga.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-12,Big Plentifulness,大赫,KI,Kidney,Twelve Primary Meridians,dà hè,Dahe,dae hyeok 대혁,Đại hách,"Dahe, ponto que sustenta o períneo e estabiliza o Jing.","4 cun abaixo do umbigo e 0,5 cun lateral à linha média (CV-3).","Incontinência urinária, fluxo uterino excessivo, ejaculação precoce.",Esvaziar a bexiga antes da puntura para evitar lesão.,"Tonifica o Rim, controla Jing e fortalece os músculos do assoalho pélvico.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-13,Kidney Qi Cave,氣穴,KI,Kidney,Twelve Primary Meridians,qì xué,Qixue,gi hyeol 기혈,Khí huyệt,"Qixue, ponto que ancora o Chong Mai.","3 cun abaixo do umbigo, 0,5 cun lateral a CV-4.","Infertilidade, menstruação irregular, dor abdominal inferior.",Cuidado com peritônio e bexiga cheia.,"Regula o Chong e o Ren Mai, consolida o útero e mobiliza o Qi do aquecedor inferior.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-14,Fourth for Fullnesses,四滿,KI,Kidney,Twelve Primary Meridians,sì mǎn,Siman,sa man 사만,Tứ mãn,"Siman, ponto de encontro do Chong e do Rim que regula o Qi do útero.","2 cun abaixo do umbigo, 0,5 cun lateral a CV-5.","Dismenorreia, miomas, dor abdominal, diarreia.",Cuidado com o peritônio.,"Regula menstruação, harmoniza intestinos e dissolve massas.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-15,Pouring into the Middle,中注,KI,Kidney,Twelve Primary Meridians,zhōng zhù,Zhongzhu,jung ju 중주,Trung chú,"Zhongzhu, ponto que ancora o Qi no aquecedor inferior.","1 cun abaixo do umbigo, 0,5 cun lateral a CV-6.","Diarreia, dor abdominal, menstruação irregular.",Cuidado com peritônio.,"Regula intestinos, estabiliza o Qi e aquece o aquecedor inferior.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-16,Vitals Tissues Shu,肓俞,KI,Kidney,Twelve Primary Meridians,huāng shū,Huangshu,hwang yu 황유,Hoang du,"Huangshu, ponto equivalente ao umbigo para os Rins.","Ao nível do umbigo, 0,5 cun lateral a CV-8.","Distensão abdominal, constipação, dor lombar.",Puntura profunda deve evitar cavidade abdominal em pacientes magros.,"Harmoniza Estômago e Intestinos, ancora o Qi e fortalece o Rim.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-17,Metal Bend,商曲,KI,Kidney,Twelve Primary Meridians,shāng qū,Shangqu,sang gok 상곡,Thương khúc,"Shangqu, ponto que regula o Qi ascendente do abdome.","2 cun acima do umbigo, 0,5 cun lateral a CV-10.","Má digestão, dor abdominal, distensão por alimentos.",Cuidado com o peritônio.,Regula o Qi do Estômago e harmoniza o intestino delgado.,,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-18,Stone Gate,石關,KI,Kidney,Twelve Primary Meridians,shí guān,Shiguan,seok gwan 석관,Thạch quan,"Shiguan, ponto que move o sangue do útero.","3 cun acima do umbigo, 0,5 cun lateral a CV-11.","Náusea, vômito, dor abdominal, distúrbios menstruais.",Evitar punctura profunda em abdome magro.,"Desce o Qi rebelde, harmoniza o Estômago e regula o sangue uterino.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-19,Yin Metropolis,陰都,KI,Kidney,Twelve Primary Meridians,yīn dū,Yindu,eum do 음도,Âm đô,"Yindu, ponto que regula o Estômago e acalma rebeliões.","4 cun acima do umbigo, 0,5 cun lateral a CV-12.","Gastrite, refluxo, náusea, dor abdominal superior.",Cuidado com cavidade abdominal.,"Harmoniza Estômago, abaixa o Qi e acalma o Shen.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-20,Abdominal Food Passage,腹通谷,KI,Kidney,Twelve Primary Meridians,fù tōng gǔ,Futonggu,tong gok 통곡,(Phúc) Thông cốc,"Futonggu, ponto que auxilia o transporte de alimento no Estômago.","5 cun acima do umbigo, 0,5 cun lateral a CV-13.","Plenitude gástrica, náusea, vômito, ansiedade por estagnação.",Evitar perfurar órgãos abdominais em pacientes magros.,"Descongestiona o Estômago, regula o Qi descendente e acalma o espírito.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-21,Hidden Gate,幽門,KI,Kidney,Twelve Primary Meridians,yōu mén,Youmen,yu mun 유문,U môn,"Youmen, ponto que move o Qi e o Sangue entre Rim e Estômago.","6 cun acima do umbigo, 0,5 cun lateral a CV-14.","Vômitos persistentes, depressão, dor epigástrica, palpitações.",Risco de perfuração hepática em pacientes magros; inserir superficial.,"Harmoniza Estômago e Coração, tranquiliza o Shen e mobiliza a Essência.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-22,Stepping Upwards,步廊,KI,Kidney,Twelve Primary Meridians,bù láng,Bulang,bo rang 보랑,Bộ lang,"Bulang, ponto da parede torácica que libera o Qi do Pulmão.","5º espaço intercostal, 2 cun lateral à linha média (mesmo nível de CV-16).","Dispneia, tosse, dor torácica, mastalgia.",Puntura perpendicular profunda é contraindicada (risco de pneumotórax).,"Desce o Qi rebelde do Pulmão, abre o peito e acalma a mente.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-23,Spirit Manor,神封,KI,Kidney,Twelve Primary Meridians,shén fēng,Shenfeng,sin bong 신봉,Thần phong,"Shenfeng, ponto que regula o Qi cardíaco e libera o peito.","4º espaço intercostal, 2 cun lateral à linha média (CV-17).","Palpitações, tosse, mastalgia, agitação.",Evitar puntura profunda para não perfurar o pulmão.,"Abre o peito, regula o Coração e acalma o Shen.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-24,Spirit Ruin,靈墟,KI,Kidney,Twelve Primary Meridians,líng xū,Lingxu,yeong heo 영허,Linh khâu,"Lingxu, ponto que suaviza o Qi do tórax.","3º espaço intercostal, 2 cun lateral à linha média (CV-18).","Tosse, asma, dor torácica, ansiedade.",Risco de pneumotórax com inserção profunda.,"Desce o Qi, relaxa o peito e alivia tosse.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-25,Spirit Storehouse,神藏,KI,Kidney,Twelve Primary Meridians,shén cáng,Shencang,sin jang 신장,Thần tàng,"Shencang, ponto que ancora o Qi cardíaco e reduz ansiedade.","2º espaço intercostal, 2 cun lateral à linha média (CV-19).","Palpitações, tosse, opressão torácica, ansiedade.",Evitar puntura profunda.,"Libera o peito, regula o Coração e harmoniza o Pulmão.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-26,Refined Chest,彧中[a],KI,Kidney,Twelve Primary Meridians,yù zhōng,Yuzhong,uk jung 욱중,Hoắc trung,"Yuzhong, ponto que guia o Qi descendente do peito.","1º espaço intercostal, 2 cun lateral à linha média (CV-20).","Dispneia, tosse com fleuma, sensação de sufocamento.",Risco de pneumotórax; usar inserção transversa.,"Desce o Qi rebelde, dissolve fleuma e acalma a respiração.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
KI-27,Shu Mansion,俞府,KI,Kidney,Twelve Primary Meridians,shū fǔ,Shufu,yu bu 유부,Du phủ,"Shufu, ponto final do canal que integra Rim, Pulmão e garganta.","Inferior à clavícula, 2 cun lateral à linha média, na depressão adjacente ao esterno.","Tosse crônica, asma, dor de garganta, ansiedade com plenitude torácica.",Evitar puntura profunda; risco de perfuração pulmonar.,"Une o Qi do Rim e Pulmão, alivia tosse e acalma o Shen.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
PC-1,Heavenly Pool,天池,PC,Pericardium,Twelve Primary Meridians,tiān chí,Tianchi,cheon ji 천지,Thiên trì,"Tianchi, ponto de encontro do PC com LV e GB que abre o peito e promove lactação.","No 4º espaço intercostal, 1 cun lateral ao mamilo, ligeiramente lateral a CV-17.","Plenitude torácica, mastite, falta de lactação, tosse com fleuma espessa, dor no ombro e axila.",Evitar inserção profunda perpendicular devido ao risco de pneumotórax; utilizar ângulo tangencial.,"Libera o Qi do Peito, dissolve fleuma-calor e direciona o Qi para baixo.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
PC-2,Heavenly Spring,天泉,PC,Pericardium,Twelve Primary Meridians,tiān quán,Tianquan,cheon cheon 천천,Thiên tuyền,"Tianquan, ponto que amolece rigidez das axilas e regula o Qi nutritivo.","2 cun inferior a axila anterior, entre os músculos bíceps e peitoral maior, na face medial do braço.","Dor e tensão no peito, palpitações, dor no braço medial, espasmos do bíceps.",Inserção profunda posterior pode atingir vasos braquiais; manter agulha oblíqua superficial.,"Abre o peito, regula o Sangue do Coração e relaxa o braço superior.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
PC-3,Marsh at the Crook,曲澤,PC,Pericardium,Twelve Primary Meridians,qū zé,Quze,gok taek 곡택,Khúc trạch,"Quze, ponto He-Mar (Água) e dispersor de Calor do Coração.","Na prega cubital, no lado ulnar do tendão do bíceps braquial, com o cotovelo levemente flexionado.","Febre alta, agitação mental, palpitações, dor no cotovelo, tremor do antebraço.",Evitar punção profunda medial para não atingir a artéria braquial.,"Drena calor do Coração, refresca o Sangue e relaxa o cotovelo.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
PC-4,Xi-Cleft Gate,郄門,PC,Pericardium,Twelve Primary Meridians,xī mén,Ximen,geung mun 극문,Khích môn,"Ximen, ponto Xi-Cleft que ativa o Qi e estanca dor e sangramento agudo.","5 cun proximal à prega do punho, na linha entre PC-3 e PC-7, entre os tendões dos flexores.","Dor torácica aguda, arritmias, hemoptise devido a calor do Coração, dor no antebraço.",Inserir superficialmente para evitar hematomas em pacientes com distúrbios de coagulação.,"Move o Sangue do Coração, acalma o Shen e alivia a dor aguda.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
PC-5,Intermediate Messenger,間使,PC,Pericardium,Twelve Primary Meridians,jiān shǐ,Jianshi,gan sa 간사,Giản sử,"Jianshi, ponto Jing-Rio (Metal) e ponto de abertura para fleuma-calor que afeta Shen.","3 cun proximal a PC-7, entre os tendões do palmar longo e flexor radial do carpo.","Náuseas de origem emocional, palpitações, irregularidades menstruais por estagnação de Qi, tremores.",Inserção muito radial pode irritar o nervo mediano; utilizar trajeto paralelo aos tendões.,"Transforma fleuma-calor, regula o Coração, acalma a mente e harmoniza o Estômago.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
PC-6,Inner Pass,內關,PC,Pericardium,Twelve Primary Meridians,nèi guān,Neiguan,nae gwan 내관,Nội quan,"Neiguan, ponto Luo e abertura do Yin Wei Mai, essencial para náuseas e distúrbios emocionais.","2 cun proximal à prega do punho, entre os tendões do palmar longo e flexor radial do carpo.","Náuseas, vômitos, enjoo de movimento, palpitações, ansiedade, dor torácica, síndrome do túnel do carpo.",Evitar pressão excessiva se houver neuropatia do nervo mediano.,"Harmoniza o Estômago, regula o Coração, acalma o Shen e alivia dor torácica.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
PC-7,Great Mound,大陵,PC,Pericardium,Twelve Primary Meridians,dà líng,Daling,dae reung 대릉,Đại lăng,"Daling, ponto Shu-Transporte (Terra) e Yuan-Fonte; forte para dispersar calor do Coração.","Na prega do punho, entre os tendões do palmar longo e flexor radial do carpo, nível de HT-7.","Insônia por calor do Coração, agitação, transtornos de fala por choque, dor no punho, gastrite nervosa.",Inserção profunda pode comprimir o nervo mediano; preferir técnica ligeiramente oblíqua.,"Limpa calor do Coração, acalma o Shen e libera o canal do punho.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
PC-8,Palace of Toil,勞宮,PC,Pericardium,Twelve Primary Meridians,láo gōng,Laogong,no gung 노궁,Lao cung,"Laogong, ponto Ying-Manancial (Fogo) que purga calor e tranquiliza a mente.","Na palma, entre o 2º e 3º metacarpos onde a ponta do dedo médio repousa ao fechar o punho.","Úlceras na boca, halitose, febre alta, ansiedade com calor nas palmas, eczema palmar.",Evitar moxibustão direta em pele sensível; risco de bolhas.,"Dissipa calor do Coração e Estômago, refresca a boca e acalma o Shen.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
PC-9,Middle Rushing,中衝,PC,Pericardium,Twelve Primary Meridians,zhōng chōng,Zhongchong,jung chung 중충,Trung xung,"Zhongchong, ponto Jing-Poço (Madeira) e ponto de reanimação do canal.","0,1 cun proximal ao canto radial da unha do dedo médio.","Perda de consciência, febre alta, golpe de calor, dor de garganta súbita, mania aguda.",Uso de sangria requer assepsia rigorosa e cautela em distúrbios hemorrágicos.,"Revive a consciência, limpa calor extremo do Coração e desobstrui a garganta.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
TE-1,Surge Gate,關衝,TE,Triple Energizer,Twelve Primary Meridians,guān chōng,Guanchong,gwan chung 관충,Quan xung,"Guanchong, ponto Jing-Poço (Metal) que dispersa calor do Triplo Aquecedor e desperta consciência.","0,1 cun posterior ao canto ulnar da unha do dedo anelar.","Zumbido agudo, dor de garganta, febre alta, perda súbita de consciência, inchaço nos dedos.",Sangria intensa contraindica-se em pacientes com distúrbios hemorrágicos.,"Purge calor extremo, libera os canais superiores e abre os orifícios sensoriais.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
TE-2,Fluid Gate,液門,TE,Triple Energizer,Twelve Primary Meridians,yè mén,Yemen,aeng mun 액문,DỊch môn,"Yemen, ponto Ying-Manancial (Água) que limpa calor em orelhas e garganta.","Entre o 4º e 5º dedos, na depressão distal à articulação metacarpofalângica, no dorso da mão.","Dor de ouvido, garganta seca, constipação por calor, dor no ombro e braços.",Evitar punctura profunda direta sobre articulações inflamadas.,"Reduz calor do canal Shaoyang, beneficia os ouvidos e diminui dor local.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
TE-3,Central Islet,中渚,TE,Triple Energizer,Twelve Primary Meridians,zhōng zhǔ,Zhongzhu,jung jeo 중저,Trung chử,"Zhongzhu, ponto Shu-Riacho (Madeira) e Shu Antigo do canal.","No dorso da mão, na depressão proximal às cabeças do 4º e 5º metacarpos.","Zumbido crônico, cefaleia temporal, rigidez cervical, dor nos dedos e mãos.",Nenhuma específica além de técnica suave em artrites.,"Libera o canal Shaoyang, remove obstrução nos ouvidos e relaxa o pescoço.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
